thread_id,customer_tweet_id,customer_user_id,customer_text,brand_tweet_id,brand_text,created_at,is_informative_resolution,filter_reason,category_tag
th_100021,100021,cust_5011,@AmazonHelp I was charged $14.99 for Prime today but I never signed up for auto-renewal! I want an immediate cancellation and refund. Pls reply asap.,100022,@customer You can cancel and receive a prorated refund if Prime benefits haven't been used. Go to Account > Prime Membership > End Membership to process it automatically.,Sun Jan 01 02:09:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_100023,100023,cust_5012,@AmazonHelp Why is my Prime delivery taking 4 days instead of 2-day guaranteed shipping?,100024,@customer Prime shipping speeds start once the item is dispatched from our fulfillment center. Availability and transit distance can occasionally extend the estimated delivery date.,Sun Jan 01 02:26:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_100025,100025,cust_5013,@AmazonHelp double charged for prime video subscription this month.,100026,@customer Please contact us via DM.,Sun Jan 01 02:38:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,PRIME_MEMBERSHIP_BILLING
th_100027,100027,cust_5014,@AmazonHelp I am not receiving the OTP verification code on my phone to log in to my account. Tried 5 times!,100028,"@customer If OTPs aren't arriving, verify your carrier signal, restart your device, or select 'Try another way' to receive the OTP via your registered backup email address.",Sun Jan 01 02:51:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ACCOUNT_LOGIN_SECURITY
th_100029,100029,cust_5015,@AmazonHelp received an email saying my password was changed but I didn't change it! Is my account hacked?,100030,"@customer Please visit amazon.com/security immediately to secure your account, change your password, and enable Two-Step Verification. We will investigate any suspicious activity.",Sun Jan 01 02:57:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ACCOUNT_LOGIN_SECURITY
th_100031,100031,cust_5016,@AmazonHelp locked out of my account please help me get back in. Pls reply asap.,100032,@customer Send us a DM with your registered phone number.,Sun Jan 01 03:11:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,ACCOUNT_LOGIN_SECURITY
th_100033,100033,cust_5017,@AmazonHelp My Echo Dot keeps blinking yellow and won't play any music when asked.,100034,@customer A blinking yellow ring means you have unread messages or delivery notifications. Simply ask Alexa: 'What notifications do I have?' to clear it.,Sun Jan 01 03:24:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRODUCT_TECH_SUPPORT
th_100035,100035,cust_5018,@AmazonHelp Fire Stick screen is frozen on the logo and remote isn't responding.,100036,"@customer Try a hard restart: unplug the power cord from your Fire TV device or outlet for 3 minutes, then plug it back in. Also verify the remote has fresh batteries.",Sun Jan 01 03:38:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRODUCT_TECH_SUPPORT
th_100037,100037,cust_5019,"@AmazonHelp Your delivery driver backed his van into my driveway fence and caused $2000 in damage, then sped away! I am filing a police report and contacting my lawyer!",100038,"@customer We take property safety extremely seriously. Please DM us your full address, police report number, and contact info so our executive claims team can reach out directly.",Sun Jan 01 03:48:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ESCALATION_HIGH_RISK
th_100039,100039,cust_5020,"@AmazonHelp Order #104-5829103 was an Apple MacBook Pro ($2,400). Package was delivered open with the laptop stolen inside! I want a human supervisor NOW.",100040,@customer We understand how alarming this is. A senior specialist must investigate stolen high-value shipments with the carrier depot. Please send us a DM.,Sun Jan 01 03:58:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ESCALATION_HIGH_RISK
th_100041,100041,cust_5021,@AmazonHelp My package was supposed to arrive yesterday by 8pm (Order #112-9847291). Tracker says 'out for delivery' since 9am yesterday with no update! Pls reply asap.,100042,"@customer We apologize for the delay! Carriers can deliver up to 9 PM local time. If there is no scan by tomorrow morning, you can request a replacement or refund under Your Orders.",Sun Jan 01 04:19:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100043,100043,cust_5022,@AmazonHelp Where is my delivery? It has been 4 days past the estimated delivery date and customer service is not answering!,100044,"@customer We're very sorry for the wait. Please track your package directly at amazon.com/orders. If it shows delayed, you can select 'Problem with order' for an instant resolution.",Sun Jan 01 04:25:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100045,100045,cust_5023,@AmazonHelp tracking says delivered to porch but there is nothing here. Checked with neighbors too. Stolen??,100046,"@customer We understand how concerning this is. Sometimes carriers mark packages delivered 24 hours early. Please check backdoors, mailbox, and building manager. If still missing after 24 hrs, reach out.",Sun Jan 01 04:41:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100047,100047,cust_5024,@AmazonHelp why is my shipment stuck in transit for 5 days in Chicago?,100048,@customer Please DM us your details so we can check this.,Sun Jan 01 04:49:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,ORDER_TRACKING_DELAY
th_100049,100049,cust_5025,@AmazonHelp I dropped off my return at UPS 7 days ago. When will my refund be credited to my original bank account?,100050,"@customer Once UPS scans the return, refunds typically process within 3 to 5 business days to your original payment method. You can track return receipt in Your Orders.",Sun Jan 01 05:00:00 +0000 2023,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_100051,100051,cust_5026,@AmazonHelp I want to return an opened electronics item. Am I still eligible within the 30-day window? Pls reply asap.,100052,"@customer Yes, most items fulfilled by Amazon can be returned within 30 days of receipt. Visit Your Orders > Return or Replace Items to print a prepaid return label.",Sun Jan 01 05:13:00 +0000 2023,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_100053,100053,cust_5027,"@AmazonHelp returned shoes because size was small, still waiting on refund.",100054,@customer Send us a DM with your tracking number.,Sun Jan 01 05:28:00 +0000 2023,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_100055,100055,cust_5028,@AmazonHelp I ordered a coffee maker and received a box of shampoo bottles! How do I get what I actually paid for?,100056,"@customer We're so sorry for this mix-up! Please go to Your Orders, select the coffee maker, and click 'Return or Replace items' to receive an immediate replacement at zero extra cost.",Sun Jan 01 05:42:00 +0000 2023,True,INFORMATIVE_RESOLUTION,DAMAGED_WRONG_ITEM
th_100057,100057,cust_5029,@AmazonHelp ceramic bowl arrived completely shattered into pieces. Glass was everywhere when I opened the box!,100058,@customer That's unacceptable and we sincerely apologize! You do not need to ship broken glass back. Go to Your Orders to request an instant refund or replacement.,Sun Jan 01 05:55:00 +0000 2023,True,INFORMATIVE_RESOLUTION,DAMAGED_WRONG_ITEM
th_100059,100059,cust_5030,@AmazonHelp got damaged book with torn pages.,100060,@customer Please DM us your order ID.,Sun Jan 01 06:03:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,DAMAGED_WRONG_ITEM
th_100061,100061,cust_5031,@AmazonHelp I was charged $14.99 for Prime today but I never signed up for auto-renewal! I want an immediate cancellation and refund. Pls reply asap.,100062,@customer You can cancel and receive a prorated refund if Prime benefits haven't been used. Go to Account > Prime Membership > End Membership to process it automatically.,Sun Jan 01 06:16:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_100063,100063,cust_5032,@AmazonHelp Why is my Prime delivery taking 4 days instead of 2-day guaranteed shipping?,100064,@customer Prime shipping speeds start once the item is dispatched from our fulfillment center. Availability and transit distance can occasionally extend the estimated delivery date.,Sun Jan 01 06:30:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_100065,100065,cust_5033,@AmazonHelp double charged for prime video subscription this month.,100066,@customer Please contact us via DM.,Sun Jan 01 06:47:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,PRIME_MEMBERSHIP_BILLING
th_100067,100067,cust_5034,@AmazonHelp I am not receiving the OTP verification code on my phone to log in to my account. Tried 5 times!,100068,"@customer If OTPs aren't arriving, verify your carrier signal, restart your device, or select 'Try another way' to receive the OTP via your registered backup email address.",Sun Jan 01 06:58:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ACCOUNT_LOGIN_SECURITY
th_100069,100069,cust_5035,@AmazonHelp received an email saying my password was changed but I didn't change it! Is my account hacked?,100070,"@customer Please visit amazon.com/security immediately to secure your account, change your password, and enable Two-Step Verification. We will investigate any suspicious activity.",Sun Jan 01 07:09:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ACCOUNT_LOGIN_SECURITY
th_100071,100071,cust_5036,@AmazonHelp locked out of my account please help me get back in.,100072,@customer Send us a DM with your registered phone number.,Sun Jan 01 07:18:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,ACCOUNT_LOGIN_SECURITY
th_100073,100073,cust_5037,@AmazonHelp My Echo Dot keeps blinking yellow and won't play any music when asked.,100074,@customer A blinking yellow ring means you have unread messages or delivery notifications. Simply ask Alexa: 'What notifications do I have?' to clear it.,Sun Jan 01 07:39:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRODUCT_TECH_SUPPORT
th_100075,100075,cust_5038,@AmazonHelp Fire Stick screen is frozen on the logo and remote isn't responding.,100076,"@customer Try a hard restart: unplug the power cord from your Fire TV device or outlet for 3 minutes, then plug it back in. Also verify the remote has fresh batteries.",Sun Jan 01 07:50:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRODUCT_TECH_SUPPORT
th_100077,100077,cust_5039,"@AmazonHelp Your delivery driver backed his van into my driveway fence and caused $2000 in damage, then sped away! I am filing a police report and contacting my lawyer!",100078,"@customer We take property safety extremely seriously. Please DM us your full address, police report number, and contact info so our executive claims team can reach out directly.",Sun Jan 01 07:55:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ESCALATION_HIGH_RISK
th_100079,100079,cust_5040,"@AmazonHelp Order #104-5829103 was an Apple MacBook Pro ($2,400). Package was delivered open with the laptop stolen inside! I want a human supervisor NOW.",100080,@customer We understand how alarming this is. A senior specialist must investigate stolen high-value shipments with the carrier depot. Please send us a DM.,Sun Jan 01 08:13:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ESCALATION_HIGH_RISK
th_100081,100081,cust_5041,@AmazonHelp My package was supposed to arrive yesterday by 8pm (Order #112-9847291). Tracker says 'out for delivery' since 9am yesterday with no update! Pls reply asap.,100082,"@customer We apologize for the delay! Carriers can deliver up to 9 PM local time. If there is no scan by tomorrow morning, you can request a replacement or refund under Your Orders.",Sun Jan 01 08:27:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100083,100083,cust_5042,@AmazonHelp Where is my delivery? It has been 4 days past the estimated delivery date and customer service is not answering!,100084,"@customer We're very sorry for the wait. Please track your package directly at amazon.com/orders. If it shows delayed, you can select 'Problem with order' for an instant resolution.",Sun Jan 01 08:39:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100085,100085,cust_5043,@AmazonHelp tracking says delivered to porch but there is nothing here. Checked with neighbors too. Stolen??,100086,"@customer We understand how concerning this is. Sometimes carriers mark packages delivered 24 hours early. Please check backdoors, mailbox, and building manager. If still missing after 24 hrs, reach out.",Sun Jan 01 08:47:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100087,100087,cust_5044,@AmazonHelp why is my shipment stuck in transit for 5 days in Chicago?,100088,@customer Please DM us your details so we can check this.,Sun Jan 01 09:04:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,ORDER_TRACKING_DELAY
th_100089,100089,cust_5045,@AmazonHelp I dropped off my return at UPS 7 days ago. When will my refund be credited to my original bank account?,100090,"@customer Once UPS scans the return, refunds typically process within 3 to 5 business days to your original payment method. You can track return receipt in Your Orders.",Sun Jan 01 09:12:00 +0000 2023,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_100091,100091,cust_5046,@AmazonHelp I want to return an opened electronics item. Am I still eligible within the 30-day window? Pls reply asap.,100092,"@customer Yes, most items fulfilled by Amazon can be returned within 30 days of receipt. Visit Your Orders > Return or Replace Items to print a prepaid return label.",Sun Jan 01 09:26:00 +0000 2023,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_100093,100093,cust_5047,"@AmazonHelp returned shoes because size was small, still waiting on refund.",100094,@customer Send us a DM with your tracking number.,Sun Jan 01 09:44:00 +0000 2023,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_100095,100095,cust_5048,@AmazonHelp I ordered a coffee maker and received a box of shampoo bottles! How do I get what I actually paid for?,100096,"@customer We're so sorry for this mix-up! Please go to Your Orders, select the coffee maker, and click 'Return or Replace items' to receive an immediate replacement at zero extra cost.",Sun Jan 01 09:53:00 +0000 2023,True,INFORMATIVE_RESOLUTION,DAMAGED_WRONG_ITEM
th_100097,100097,cust_5049,@AmazonHelp ceramic bowl arrived completely shattered into pieces. Glass was everywhere when I opened the box!,100098,@customer That's unacceptable and we sincerely apologize! You do not need to ship broken glass back. Go to Your Orders to request an instant refund or replacement.,Sun Jan 01 10:07:00 +0000 2023,True,INFORMATIVE_RESOLUTION,DAMAGED_WRONG_ITEM
th_100099,100099,cust_5050,@AmazonHelp got damaged book with torn pages.,100100,@customer Please DM us your order ID.,Sun Jan 01 10:13:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,DAMAGED_WRONG_ITEM
th_100101,100101,cust_5051,@AmazonHelp I was charged $14.99 for Prime today but I never signed up for auto-renewal! I want an immediate cancellation and refund. Pls reply asap.,100102,@customer You can cancel and receive a prorated refund if Prime benefits haven't been used. Go to Account > Prime Membership > End Membership to process it automatically.,Sun Jan 01 10:31:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_100103,100103,cust_5052,@AmazonHelp Why is my Prime delivery taking 4 days instead of 2-day guaranteed shipping?,100104,@customer Prime shipping speeds start once the item is dispatched from our fulfillment center. Availability and transit distance can occasionally extend the estimated delivery date.,Sun Jan 01 10:44:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_100105,100105,cust_5053,@AmazonHelp double charged for prime video subscription this month.,100106,@customer Please contact us via DM.,Sun Jan 01 10:52:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,PRIME_MEMBERSHIP_BILLING
th_100107,100107,cust_5054,@AmazonHelp I am not receiving the OTP verification code on my phone to log in to my account. Tried 5 times!,100108,"@customer If OTPs aren't arriving, verify your carrier signal, restart your device, or select 'Try another way' to receive the OTP via your registered backup email address.",Sun Jan 01 11:07:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ACCOUNT_LOGIN_SECURITY
th_100109,100109,cust_5055,@AmazonHelp received an email saying my password was changed but I didn't change it! Is my account hacked?,100110,"@customer Please visit amazon.com/security immediately to secure your account, change your password, and enable Two-Step Verification. We will investigate any suspicious activity.",Sun Jan 01 11:17:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ACCOUNT_LOGIN_SECURITY
th_100111,100111,cust_5056,@AmazonHelp locked out of my account please help me get back in. Pls reply asap.,100112,@customer Send us a DM with your registered phone number.,Sun Jan 01 11:29:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,ACCOUNT_LOGIN_SECURITY
th_100113,100113,cust_5057,@AmazonHelp My Echo Dot keeps blinking yellow and won't play any music when asked.,100114,@customer A blinking yellow ring means you have unread messages or delivery notifications. Simply ask Alexa: 'What notifications do I have?' to clear it.,Sun Jan 01 11:42:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRODUCT_TECH_SUPPORT
th_100115,100115,cust_5058,@AmazonHelp Fire Stick screen is frozen on the logo and remote isn't responding.,100116,"@customer Try a hard restart: unplug the power cord from your Fire TV device or outlet for 3 minutes, then plug it back in. Also verify the remote has fresh batteries.",Sun Jan 01 11:56:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRODUCT_TECH_SUPPORT
th_100117,100117,cust_5059,"@AmazonHelp Your delivery driver backed his van into my driveway fence and caused $2000 in damage, then sped away! I am filing a police report and contacting my lawyer!",100118,"@customer We take property safety extremely seriously. Please DM us your full address, police report number, and contact info so our executive claims team can reach out directly.",Sun Jan 01 12:11:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ESCALATION_HIGH_RISK
th_100119,100119,cust_5060,"@AmazonHelp Order #104-5829103 was an Apple MacBook Pro ($2,400). Package was delivered open with the laptop stolen inside! I want a human supervisor NOW.",100120,@customer We understand how alarming this is. A senior specialist must investigate stolen high-value shipments with the carrier depot. Please send us a DM.,Sun Jan 01 12:23:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ESCALATION_HIGH_RISK
th_100121,100121,cust_5061,@AmazonHelp My package was supposed to arrive yesterday by 8pm (Order #112-9847291). Tracker says 'out for delivery' since 9am yesterday with no update! Pls reply asap.,100122,"@customer We apologize for the delay! Carriers can deliver up to 9 PM local time. If there is no scan by tomorrow morning, you can request a replacement or refund under Your Orders.",Sun Jan 01 12:38:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100123,100123,cust_5062,@AmazonHelp Where is my delivery? It has been 4 days past the estimated delivery date and customer service is not answering!,100124,"@customer We're very sorry for the wait. Please track your package directly at amazon.com/orders. If it shows delayed, you can select 'Problem with order' for an instant resolution.",Sun Jan 01 12:51:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100125,100125,cust_5063,@AmazonHelp tracking says delivered to porch but there is nothing here. Checked with neighbors too. Stolen??,100126,"@customer We understand how concerning this is. Sometimes carriers mark packages delivered 24 hours early. Please check backdoors, mailbox, and building manager. If still missing after 24 hrs, reach out.",Sun Jan 01 12:57:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100127,100127,cust_5064,@AmazonHelp why is my shipment stuck in transit for 5 days in Chicago?,100128,@customer Please DM us your details so we can check this.,Sun Jan 01 13:13:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,ORDER_TRACKING_DELAY
th_100129,100129,cust_5065,@AmazonHelp I dropped off my return at UPS 7 days ago. When will my refund be credited to my original bank account?,100130,"@customer Once UPS scans the return, refunds typically process within 3 to 5 business days to your original payment method. You can track return receipt in Your Orders.",Sun Jan 01 13:23:00 +0000 2023,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_100131,100131,cust_5066,@AmazonHelp I want to return an opened electronics item. Am I still eligible within the 30-day window? Pls reply asap.,100132,"@customer Yes, most items fulfilled by Amazon can be returned within 30 days of receipt. Visit Your Orders > Return or Replace Items to print a prepaid return label.",Sun Jan 01 13:36:00 +0000 2023,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_100133,100133,cust_5067,"@AmazonHelp returned shoes because size was small, still waiting on refund.",100134,@customer Send us a DM with your tracking number.,Sun Jan 01 13:51:00 +0000 2023,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_100135,100135,cust_5068,@AmazonHelp I ordered a coffee maker and received a box of shampoo bottles! How do I get what I actually paid for?,100136,"@customer We're so sorry for this mix-up! Please go to Your Orders, select the coffee maker, and click 'Return or Replace items' to receive an immediate replacement at zero extra cost.",Sun Jan 01 14:00:00 +0000 2023,True,INFORMATIVE_RESOLUTION,DAMAGED_WRONG_ITEM
th_100137,100137,cust_5069,@AmazonHelp ceramic bowl arrived completely shattered into pieces. Glass was everywhere when I opened the box!,100138,@customer That's unacceptable and we sincerely apologize! You do not need to ship broken glass back. Go to Your Orders to request an instant refund or replacement.,Sun Jan 01 14:16:00 +0000 2023,True,INFORMATIVE_RESOLUTION,DAMAGED_WRONG_ITEM
th_100139,100139,cust_5070,@AmazonHelp got damaged book with torn pages.,100140,@customer Please DM us your order ID.,Sun Jan 01 14:23:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,DAMAGED_WRONG_ITEM
th_100141,100141,cust_5071,@AmazonHelp I was charged $14.99 for Prime today but I never signed up for auto-renewal! I want an immediate cancellation and refund.,100142,@customer You can cancel and receive a prorated refund if Prime benefits haven't been used. Go to Account > Prime Membership > End Membership to process it automatically.,Sun Jan 01 14:38:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_100143,100143,cust_5072,@AmazonHelp Why is my Prime delivery taking 4 days instead of 2-day guaranteed shipping?,100144,@customer Prime shipping speeds start once the item is dispatched from our fulfillment center. Availability and transit distance can occasionally extend the estimated delivery date.,Sun Jan 01 14:56:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_100145,100145,cust_5073,@AmazonHelp double charged for prime video subscription this month.,100146,@customer Please contact us via DM.,Sun Jan 01 15:08:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,PRIME_MEMBERSHIP_BILLING
th_100147,100147,cust_5074,@AmazonHelp I am not receiving the OTP verification code on my phone to log in to my account. Tried 5 times!,100148,"@customer If OTPs aren't arriving, verify your carrier signal, restart your device, or select 'Try another way' to receive the OTP via your registered backup email address.",Sun Jan 01 15:12:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ACCOUNT_LOGIN_SECURITY
th_100149,100149,cust_5075,@AmazonHelp received an email saying my password was changed but I didn't change it! Is my account hacked?,100150,"@customer Please visit amazon.com/security immediately to secure your account, change your password, and enable Two-Step Verification. We will investigate any suspicious activity.",Sun Jan 01 15:33:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ACCOUNT_LOGIN_SECURITY
th_100151,100151,cust_5076,@AmazonHelp locked out of my account please help me get back in. Pls reply asap.,100152,@customer Send us a DM with your registered phone number.,Sun Jan 01 15:45:00 +0000 2023,False,PURE_DM_REQUEST_NO_GUIDANCE,ACCOUNT_LOGIN_SECURITY
th_100153,100153,cust_5077,@AmazonHelp My Echo Dot keeps blinking yellow and won't play any music when asked.,100154,@customer A blinking yellow ring means you have unread messages or delivery notifications. Simply ask Alexa: 'What notifications do I have?' to clear it.,Sun Jan 01 15:58:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRODUCT_TECH_SUPPORT
th_100155,100155,cust_5078,@AmazonHelp Fire Stick screen is frozen on the logo and remote isn't responding.,100156,"@customer Try a hard restart: unplug the power cord from your Fire TV device or outlet for 3 minutes, then plug it back in. Also verify the remote has fresh batteries.",Sun Jan 01 16:08:00 +0000 2023,True,INFORMATIVE_RESOLUTION,PRODUCT_TECH_SUPPORT
th_100157,100157,cust_5079,"@AmazonHelp Your delivery driver backed his van into my driveway fence and caused $2000 in damage, then sped away! I am filing a police report and contacting my lawyer!",100158,"@customer We take property safety extremely seriously. Please DM us your full address, police report number, and contact info so our executive claims team can reach out directly.",Sun Jan 01 16:22:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ESCALATION_HIGH_RISK
th_100159,100159,cust_5080,"@AmazonHelp Order #104-5829103 was an Apple MacBook Pro ($2,400). Package was delivered open with the laptop stolen inside! I want a human supervisor NOW.",100160,@customer We understand how alarming this is. A senior specialist must investigate stolen high-value shipments with the carrier depot. Please send us a DM.,Sun Jan 01 16:35:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ESCALATION_HIGH_RISK
th_100161,100161,cust_5081,@AmazonHelp My package was supposed to arrive yesterday by 8pm (Order #112-9847291). Tracker says 'out for delivery' since 9am yesterday with no update! Pls reply asap.,100162,"@customer We apologize for the delay! Carriers can deliver up to 9 PM local time. If there is no scan by tomorrow morning, you can request a replacement or refund under Your Orders.",Sun Jan 01 16:40:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100163,100163,cust_5082,@AmazonHelp Where is my delivery? It has been 4 days past the estimated delivery date and customer service is not answering!,100164,"@customer We're very sorry for the wait. Please track your package directly at amazon.com/orders. If it shows delayed, you can select 'Problem with order' for an instant resolution.",Sun Jan 01 16:57:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_100165,100165,cust_5083,@AmazonHelp tracking says delivered to porch but there is nothing here. Checked with neighbors too. Stolen??,100166,"@customer We understand how concerning this is. Sometimes carriers mark packages delivered 24 hours early. Please check backdoors, mailbox, and building manager. If still missing after 24 hrs, reach out.",Sun Jan 01 17:12:00 +0000 2023,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
