thread_id,customer_tweet_id,customer_user_id,customer_text,brand_tweet_id,brand_text,created_at,is_informative_resolution,filter_reason,category_tag
th_1735,1735,116091,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.",1737,"@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL",Tue Oct 31 22:41:11 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_1736,1736,116091,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,1734,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,Tue Oct 31 22:21:42 +0000 2017,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_1740,1740,116092,@AmazonHelp I have. No luck.,1742,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP,Sat Nov 04 00:53:12 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_1744,1744,116093,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,1746,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,Tue Oct 31 22:50:15 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_1748,1748,116094,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,1747,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT",Tue Oct 31 22:07:19 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_1752,1752,116095,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,1750,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,Tue Oct 31 22:06:28 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_2543,2543,116314,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item",2545,"@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN",Tue Oct 31 23:17:22 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_2544,2544,116314,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,2542,@116314 How long has it been since you've e-mailed the seller? ^TR,Tue Oct 31 22:50:14 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_2547,2547,116314,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,2546,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,Tue Oct 31 20:19:21 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_2549,2549,116314,"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",2548,@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,Tue Oct 31 19:24:59 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_2555,2555,116317,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,2557,@116317 I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN ^EA,Wed Nov 01 01:55:49 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_2556,2556,116317,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.",2554,"@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE",Tue Oct 31 22:51:14 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_2559,2559,116317,"@AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?",2558,@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB,Tue Oct 31 22:18:10 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_2561,2561,116318,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0,2560,@116318  We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B ^CC,Tue Oct 31 21:26:14 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_2565,2565,116319,@AmazonHelp Where is my order? https://t.co/pXnKSCo2ex,2564,"@116319 I'm sorry it hasn't arrived! Please reach us here: https://t.co/e6dQwzp386, so we can look into available options. ^SJ",Tue Oct 31 22:36:21 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_2570,2570,116321,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money",2569,"@116321 I would like someone from our team to take a look into this for you, Sanu. Please reach out here: https://t.co/QtC7bueYoR ^LA",Tue Oct 31 22:16:47 +0000 2017,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_2572,2572,116321,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,2571,@116321 Have you had a chance to speak with your bank regarding the refund? ^EA,Tue Oct 31 22:00:12 +0000 2017,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_2574,2574,116321,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp,2573,@116321 When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund? ^LR,Tue Oct 31 21:43:12 +0000 2017,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_2581,2581,116322,"@AmazonHelp I've been in the prime queue, kindle queue, the echo queue, and now on hold again.",2582,@116322 We'd like to look deeper into this issue. Please provide us with more information here: https://t.co/wpDDiHUP4k. ^LH,Tue Oct 31 22:50:46 +0000 2017,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_2580,2580,116322,the @amazonhelp queue is clueless on Amazon Household,2578,"@116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC",Tue Oct 31 22:46:16 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_2584,2584,116323,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,2583,@116323 We're definitely here to help! Please reach out to us by phone here: https://t.co/JzP7hlA23B ^SE,Tue Oct 31 22:11:58 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_2586,2586,116323,@116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!,2585,@116323 I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB,Tue Oct 31 20:28:23 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_2591,2591,116325,@AmazonHelp No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,2587,@116325 We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHNPlease keep us updated. ^FJ,Tue Oct 31 22:24:18 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_2594,2594,116325,@AmazonHelp Want to speak to someone at corp to address these issues.,2592,@116325 Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? ^AF https://t.co/1XyLaGkcaN,Tue Oct 31 20:18:44 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_2598,2598,116325,@AmazonHelp Multiple calls to call amazon call center with zero resolution and never a promised call back.,2595,@116325 Can you tell us what insight / advice was provided with when you spoke with us last? We'd like to help if we can. ^BG,Tue Oct 31 19:52:08 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_3724,3724,116610,@AmazonHelp There was only one costing a lot more than £20 and  FBA -stating eligibility !,3722,"@116610 We'd like to take a look into this with you. When you have a moment, please reach out to us here: https://t.co/qy3J24VGxb ^AC",Tue Oct 31 23:04:13 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_3728,3728,116611,@AmazonHelp All of them,3730,@116611 Hmm.... Let's take a closer look into what's going on here: https://t.co/jzvkhdlrK5 ^ML,Tue Oct 31 23:12:06 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_3733,3733,116612,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...",3731,@116612 I'm sorry your account is locked! Please reach out directly to us here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^TN,Tue Oct 31 22:57:48 +0000 2017,True,INFORMATIVE_RESOLUTION,ACCOUNT_LOGIN_SECURITY
th_3748,3748,116617,"@AmazonHelp Many times, but still failing, and it happen with some show",3750,@116617 Is this still ongoing? What devices are you using? ^AN,Tue Oct 31 23:02:35 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_3756,3756,116617,"@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",3757,@116617 Changing language is just a simple click: https://t.co/CXXk5VglR4 You can reach our support here: https://t.co/aAfOxTGpe1 ^UK,Thu Nov 02 10:31:10 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_4849,4849,116849,"@AmazonHelp how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me https://t.co/jhzCjY2bOw",4851,@116849 We want our team to investigate this further with you. Please reach out to us using the secure link: https://t.co/m1LX91jiEQ,Thu Nov 02 15:04:55 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_4850,4850,116849,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX",4846,"@116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT",Tue Oct 31 23:12:08 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_4853,4853,116849,"@AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating",4852,"@116849 I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided. ^SD",Tue Oct 31 17:55:09 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_4855,4855,116849,"@AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU",4854,@116849 I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated! ^MH,Tue Oct 31 13:47:53 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_4863,4863,116851,@AmazonHelp They said it was UPS. UPS says they never received the package to deliver ¯\_(ツ)_/¯,4865,"@116851 To confirm, what does the latest tracking update show? Please check here: https://t.co/eR31oAnsW2 ^BE",Tue Oct 31 23:29:40 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_4956,4956,116877,@AmazonHelp I have no option but to see if my delivery arrives on the scheduled date. But I will contact customer services if it doesn't arrive on time.,4958,@116877 Thanks for the additional information. Keep us posted on the arrival of your packages! Let us know if you have any further questions. ^SW,Sun Nov 26 00:54:28 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_5117,5117,116912,"@AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?",5116,"@116912 Thanks for reaching back out to us! If your item is not eligible for replacement, you can still return the item for a full refund instead. You can view your replacement and/or return options here: https://t.co/TGLNUK2VHy ^BN",Sun Nov 26 00:21:42 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_5121,5121,116913,@AmazonHelp It's now a police matter. You could check the police report.,5120,"@116913 I'd like to have a member of our team ensure this is escalated to the correct teams for investigation. When you have a moment, please send us as many details as possible here: https://t.co/DFWr7dqiz5 ^SB",Sun Nov 26 00:20:55 +0000 2017,True,INFORMATIVE_RESOLUTION,ESCALATION_HIGH_RISK
th_5127,5127,116914,@AmazonHelp And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H,5129,@116914 I'm truly sorry for the inconvenience! We don't have access to your account via Twitter. We'd like to help if we can. Please connect with us here so we can assist you: https://t.co/hApLpMlfHN ^MO,Wed Nov 29 05:56:23 +0000 2017,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_5128,5128,116914,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.",5126,"@116914 I understand your frustration! Our team would like a chance to address this concern. At your convenience, include your details here: https://t.co/hKZOmv3DMU ^SJ",Sun Nov 26 00:17:31 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_5133,5133,116915,"@AmazonHelp No, I can't check. It shows nothing. And customer service rep was NO help.",5135,"@116915 If you would like to contact our support team via phone, please give us a call so we can review these details with you: 1-866-216-1072. ^WM",Sun Nov 26 00:26:52 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_5149,5149,116919,@AmazonHelp Trying to get a friend's playlist on my Amazon music app but it keeps giving me the following message https://t.co/o6zINm6HBC,5148,@116919 Very strange! Is your friend able to replicate the issue on his app? You might also need to try uninstalling and reinstalling the app.  ^JP,Sun Nov 26 00:13:22 +0000 2017,True,INFORMATIVE_RESOLUTION,PRODUCT_TECH_SUPPORT
th_5284,5284,116923,@AmazonHelp I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :),5286,@116923 Thanks for the information. We've responded to your DM. ^GG,Sun Nov 26 00:31:15 +0000 2017,False,PURE_DM_REQUEST_NO_GUIDANCE,OTHER_GENERAL
th_5285,5285,116923,@AmazonHelp hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM?,5283,"@116923 We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going on. ^FD https://t.co/1XyLaGkcaN",Sun Nov 26 00:03:17 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_5315,5315,116932,@AmazonHelp Someone keeps trying to buy playstation cards on my account.  Having a hard time getting customer service,5313,"@116932 Thanks for letting us know about this, Jon. We're here to help! We can be reached 24/7 here: https://t.co/hApLpMlfHN. Please do keep us in the loop. ^BL",Sat Nov 25 14:48:43 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_5327,5327,116936,@AmazonHelp But why has every item got  3+ days processing time when it's usually next day,5329,@116936 Some deliveries may take slightly longer than usual. You can read more information on here: https://t.co/VrNzEOwawt ^KI,Sun Nov 26 09:54:28 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_5328,5328,116936,@AmazonHelp Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address,5326,"@116936 Prime shipping refers to transit time after your orders ship, in working days. Some orders require additional processing and handling. The delivery date shown at checkout is the most accurate.  ^LR",Sun Nov 26 00:06:14 +0000 2017,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_5331,5331,116936,@AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,5330,"@116936 Hi there, I'm sorry for the delivery troubles! Just to confirm, are you trying to place an order right now, or is this an ongoing issue? Are we missing the promised delivery dates here: https://t.co/aaDyEz1VgE? ^DW",Sat Nov 25 19:49:27 +0000 2017,True,INFORMATIVE_RESOLUTION,PRIME_MEMBERSHIP_BILLING
th_5793,5793,117089,@AmazonHelp I’m trying off my fire stick,5791,@117089 (2/2) ... please reach out to us for real-time troubleshooting here: https://t.co/hApLpMlfHN ^WT,Tue Oct 31 23:32:26 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_5796,5796,117089,I go to watch #thebay and episode 7 &amp; 8 aren’t there??? 😭 @117090 @AmazonHelp,5795,"@117089 I'm sorry, I see we do have both episodes available. Can you let us know which device you are streaming this on? ^EB",Tue Oct 31 23:01:14 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_6960,6960,117198,@AmazonHelp Or you can provide me with a direct dial number and I’ll call it now,6962,@117198 Hi there!  We are not able to see customer's account information here on Twitter.  Please reach out to us by calling 866-216-1072 and keep us updated on the outcome! ^SP,Sun Nov 19 18:10:42 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_6963,6963,117198,"@AmazonHelp Thank you. Spoke with customer service who was very nice &amp; helpful &amp; put me straight through to a Competent logistics person who documented issue, researched my acct &amp; was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you.",6964,@117198 You're welcome. Reach out again if you have questions in the future. We're here to help. ^JF,Sun Nov 19 20:26:07 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_6958,6958,117198,"@AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.",6956,"@117198 When you have a moment, please phone us here: https://t.co/hApLpMlfHN ^RR",Sun Nov 19 04:03:20 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_8511,8511,117493,@AmazonHelp UPS supposed to pick up a return package yesterday and bring return label... never showed.,8510,"@117493 I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: https://t.co/EKXRLsnxJu ^AC",Tue Oct 31 23:52:35 +0000 2017,True,INFORMATIVE_RESOLUTION,REFUND_RETURN_INQUIRY
th_8524,8524,117497,@AmazonHelp my original echo some time say things without asking here anything ! This is really wired and creepy and scary!!,8523,"@117497 Hmm, that's strange! Try going to Settings and reviewing your history. From here, you can see what prompted your Echo. ^FD",Tue Oct 31 23:43:44 +0000 2017,True,INFORMATIVE_RESOLUTION,PRODUCT_TECH_SUPPORT
th_8526,8526,117498,@AmazonHelp Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then https://t.co/3T23E69GE0,8528,"@117498 I understand your concern. At your earliest convenience, we'd like to look into this with you: https://t.co/oGDklGgbCZ ^GM",Tue Oct 31 23:48:16 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_8529,8529,117498,@AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/,8530,"@117498 I can understand your reluctance, but we can provide you with additional options depending on who the seller is.  ^SY",Wed Nov 01 00:05:16 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
th_8531,8531,117498,@AmazonHelp Okay....what information do you need to be able to help then???,8533,"@117498 Hi, is the book listed as sold or fulfilled by Amazon? If so, please get in touch with us via the link ^GM provided. ^TS",Wed Nov 01 08:55:01 +0000 2017,True,INFORMATIVE_RESOLUTION,OTHER_GENERAL
th_8532,8532,117498,@AmazonHelp The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver https://t.co/iB2HaSBOqk,8534,@117498 It would be best to contact us directly here: https://t.co/JzP7hlA23B and we can look into this further then. ^PK,Wed Nov 01 09:01:24 +0000 2017,True,INFORMATIVE_RESOLUTION,ORDER_TRACKING_DELAY
